rank,name,url,gold_value,grand_total,value_ratio,error,gross_weight,metal_weight,stone_weight,length,width,thickness,rate,making_charges,gst,discount,subtotal,product_total
7184,Charmingly Detailed And Diamond Studded 18KT Rose Gold Ring For Women,https://www.bhimagold.com/products/charmingly-detailed-and-diamond-studded-18kt-rose-gold-ring-for-women-ngd-rgdr18k-s-75028,44427.72,48291.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7185,Glamorously Detailed And Diamond Studded 18KT Rose Gold Ring For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-ring-for-women-ngd-rgdr18k-s-66357,50139.08,54499.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7186,Glamorously Detailed And Diamond Studded 18KT Yellow Gold Studs,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-yellow-gold-studs-ngd-stdm18k-s-66037,69511.52,75556.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7187,Charmingly Detailed And Diamond Studded 18KT Rose Gold Locket For Women,https://www.bhimagold.com/products/charmingly-detailed-and-diamond-studded-18kt-rose-gold-locket-for-women-ngd-chld18k-s-66072,49014.84,53277.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7188,Glamorously Detailed And Diamond Studded 18KT Rose Gold Studs,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-studs-ngd-stdm18k-s-65939,70768.24,76922.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7189,Glamorously Detailed And Diamond Studded 18KT Rose Gold Studs For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-studs-for-women-ngd-stdm18k-s-66368,71355.2,77560.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7190,Charmingly Detailed And Diamond Studded 18KT Rose Gold Ring For Women,https://www.bhimagold.com/products/charmingly-detailed-and-diamond-studded-18kt-rose-gold-ring-ngd-rgdr18k-s-66004,50745.36,55158.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7191,Traditionally Crafted And Diamond Studded 22KT Gold Close Setting Locket For Women,https://www.bhimagold.com/products/traditionally-crafted-and-diamond-studded-22kt-gold-close-setting-locket-for-women-ngd-chld-na-s-75066,80419.96,87413.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7192,Traditionally Crafted And Diamond Studded 22KT Gold Close Setting Locket For Women,https://www.bhimagold.com/products/traditionally-crafted-and-diamond-studded-22kt-gold-close-setting-locket-for-women-ngd-chld-na-s-75049,80419.96,87413.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7193,Glamorously Detailed And Diamond Studded 18KT Rose Gold Tanmaniya For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-tanmaniya-for-women-ngd-chtm18k-s-75221,91975.16,99973.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7194,Glamorously Detailed And Diamond Studded 18KT Rose Gold Locket For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-locket-for-women-ngd-chld18k-s-70045,69176.64,75192.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7195,Glamorously Detailed And Diamond Studded 18KT Rose Gold Studs,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-studs-ngd-stdm18k-s-66011,263517.44,286432.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7196,Glamorously Detailed And Diamond Studded 18KT Rose Gold Tanmaniya For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-tanmaniya-for-women-ngd-chtm18k-s-69321,76785.96,83463.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7197,Glamorously Detailed And Diamond Studded 18KT Rose Gold Studs For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-studs-for-women-ngd-stmn18k-s-74005,51739.88,56239.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7198,Glamorously Detailed And Diamond Studded 18KT Rose Gold Studs,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-studs-ngd-stmn18k-s-65953,71965.16,78223.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7199,Charmingly Detailed And Diamond Studded 18KT Rose Gold Studs,https://www.bhimagold.com/products/charmingly-detailed-and-diamond-studded-18kt-rose-gold-studs-ngd-stdm18k-s-65883,76096.88,82714.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7200,Glamorously Detailed And Diamond Studded 18KT Rose Gold Bangles For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-bangles-for-women-ngd-bgdb18k-s-69329,276739.68,300804.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7201,Traditionally Crafted And Diamond Studded 22KT Gold Ring For Women,https://www.bhimagold.com/products/traditionally-crafted-and-diamond-studded-22kt-gold-ring-for-women-ngd-rgdr-s-66333,90181.16,98023.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7202,Traditionally Crafted And Diamond Studded 22KT Gold Close Setting Locket For Women,https://www.bhimagold.com/products/traditionally-crafted-and-diamond-studded-22kt-gold-close-setting-locket-for-women-ngd-chld-s-75074,107439.44,116782.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7203,Traditionally Crafted And 5 Diamond Studded 22KT Gold Studs For Women,https://www.bhimagold.com/products/traditionally-crafted-and-5-diamond-studded-22kt-gold-studs-for-women-ngd-stdm-s-69923,93658.76,101803.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7204,Glamorously Detailed And Diamond Studded 18KT Rose Gold Necklace For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-necklace-ngd-chdn18k-na-s-65966,83315.2,90560.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7205,Charmingly Detailed And Diamond Studded 18KT Rose Gold Ring For Women,https://www.bhimagold.com/products/charmingly-detailed-and-diamond-studded-18kt-rose-gold-ring-for-women-ngd-rgdr18k-na-s-70043,128685.92,139876.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7206,Glamorously Detailed And Diamond Studded 18KT Rose Gold Necklace For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-necklace-for-women-ngd-chdn18k-na-s-66083,162461.88,176589.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7207,Traditionally Crafted And Diamond Studded 22KT Gold Close Setting Ring For Women,https://www.bhimagold.com/products/traditionally-crafted-and-diamond-studded-22kt-gold-close-setting-ring-for-women-ngd-rgdr-s-66029,74394.88,80864.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7208,Glamorously Detailed And Diamond Studded 18KT Rose Gold Necklace For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-necklace-ngd-chdn18k-s-65848,359121.08,390349.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7209,Glamorously Detailed And Diamond Studded 18KT Rose Gold Studs For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-studs-for-women-ngd-stmn18k-s-70365,78851.36,85708.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7210,Glamorously Detailed And Diamond Studded 18KT Rose Gold Necklace For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-necklace-for-women-ngd-chdn18k-s-70178,223212.24,242622.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7211,Glamorously Detailed And Diamond Studded 18KT Rose Gold Necklace For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-necklace-for-women-ngd-chdn18k-s-70273,409930.84,445577.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7212,Traditionally Crafted And Diamond Studded 22KT Gold Close Setting Locket For Women,https://www.bhimagold.com/products/traditionally-crafted-and-diamond-studded-22kt-gold-close-setting-locket-for-women-ngd-chld-s-75054,111354.04,121037.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7213,Traditionally Crafted And Diamond Studded 22KT Gold Close Setting Studs For Women,https://www.bhimagold.com/products/traditionally-crafted-and-diamond-studded-22kt-gold-close-setting-studs-for-women-ngd-stdm-s-66332,203237.2,220910.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7214,Traditionally Crafted And Diamond Studded 22KT Gold Close Setting Studs For Women,https://www.bhimagold.com/products/traditionally-crafted-and-diamond-studded-22kt-gold-close-setting-studs-for-women-ngd-stdm-s-66233,202752.36,220383.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7215,Traditionally Crafted And Diamond Studded 22KT Gold Close Setting Studs For Women,https://www.bhimagold.com/products/traditionally-crafted-and-diamond-studded-22kt-gold-close-setting-studs-for-women-ngd-stdm-s-66252,117577.84,127802.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7216,Glamorously Detailed And Diamond Studded 18KT Rose Gold Studs For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-studs-for-women-ngd-stdm18k-s-75022,65252.84,70927.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7217,Glamorously Detailed And Diamond Studded 18KT Rose Gold Necklace,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-necklace-ngd-chdn18k-s-66154,246560.92,268001.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7218,Glamorously Detailed And Diamond Studded 18KT Rose Gold Locket For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-locket-for-women-ngd-chld18k-s-75061,42030.2,45685.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7219,Glamorously Detailed And Diamond Studded 18KT Rose Gold Studs For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-studs-for-women-ngd-stdm18k-s-75223,45799.44,49782.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7220,Glamorously Detailed And Diamond Studded 18KT Rose Gold Studs For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-studs-for-women-ngd-stdm18k-s-75192,96508.0,104900.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7221,Charmingly Detailed And Diamond Studded 18KT Rose Gold Necklace For Women,https://www.bhimagold.com/products/charmingly-detailed-and-diamond-studded-18kt-rose-gold-necklace-ngd-chdn18k-s-65893,246353.92,267776.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7222,Glamorously Detailed And Diamond Studded 18KT Rose Gold Ring For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-ring-for-women-ngd-rgdr18k-s-70101,103940.68,112979.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7223,Fancy Gorgeously Detailed And Diamond Studded 18KT Rose Gold Studs For Women,https://www.bhimagold.com/products/fancy-gorgeously-detailed-and-diamond-studded-18kt-rose-gold-studs-for-women-ngd-stmn18k-s-69938,446930.48,485794.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7224,Glamorously Detailed And Diamond Studded 18KT Rose Gold Locket For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-locket-for-women-ngd-chld18k-s-66042,22428.68,24379.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7225,Charmingly Detailed And Diamond Studded 18KT Rose Gold Locket For Women,https://www.bhimagold.com/products/charmingly-detailed-and-diamond-studded-18kt-rose-gold-locket-ngd-chld18k-s-66069,27646.92,30051.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7226,Fancy Gorgeously Detailed And Diamond Studded 18KT Rose Gold Locket For Women,https://www.bhimagold.com/products/fancy-gorgeously-detailed-and-diamond-studded-18kt-rose-gold-locket-for-women-ngd-chld18k-s-70107,52245.88,56789.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7227,Glamorously Detailed And Diamond Studded 18KT Rose Gold Ring For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-ring-for-women-ngd-rgdr18k-s-75182,93331.24,101447.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7228,Glamorously Detailed And Diamond Studded 18KT Rose Gold Ring For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-ring-for-women-ngd-rgdr18k-s-70210,57748.4,62770.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7229,Gorgeously Detailed And Diamond Studded 18KT Rose Gold Ring For Women,https://www.bhimagold.com/products/gorgeously-detailed-and-diamond-studded-18kt-rose-gold-ring-for-women-ngd-rgdr18k-s-66309,42946.52,46681.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7230,Glamorously Detailed And Diamond Studded 18KT Rose Gold Locket For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-locket-ngd-chld18k-s-65952,38278.44,41607.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7231,Glamorously Detailed And Diamond Studded 18KT Rose Gold Ring For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-ring-for-women-ngd-rgdr18k-s-66369,55038.08,59824.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7232,Intricately Detailed And Diamond Studded 18KT Rose Gold Ring For Women,https://www.bhimagold.com/products/intricately-detailed-and-diamond-studded-18kt-rose-gold-ring-for-women-ngd-rgdr18k-s-66416,58686.8,63790.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7233,Glamorously Detailed And Diamond Studded 18KT Rose Gold Locket For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-locket-for-women-ngd-chld18k-s-75043,41509.48,45119.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7234,Charmingly Detailed And Diamond Studded 18KT Rose Gold Studs For Women,https://www.bhimagold.com/products/charmingly-detailed-and-diamond-studded-18kt-rose-gold-studs-for-women-ngd-stdm18k-s-74050,149489.88,162489.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7235,Charmingly Detailed And Diamond Studded 18KT Rose Gold Locket For Women,https://www.bhimagold.com/products/charmingly-detailed-and-diamond-studded-18kt-rose-gold-locket-for-women-ngd-chld18k-s-73898,55169.64,59967.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7236,Glamorously Detailed And Diamond Studded 18KT Rose Gold Studs For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-studs-for-women-ngd-stdm18k-s-70172,45262.16,49198.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7237,Glamorously Detailed And Diamond Studded 18KT Rose Gold Locket For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-locket-for-women-ngd-chld18k-s-73971,24103.08,26199.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7238,Glamorously Detailed And Diamond Studded 18KT Rose Gold Studs For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-studs-for-women-ngd-stdm18k-s-75162,54100.6,58805.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7239,Glamorously Detailed And Diamond Studded 18KT Rose Gold Studs For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-studs-for-women-ngd-stdm18k-s-66307,73160.24,79522.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7240,Glamorously Detailed And Diamond Studded 18KT Rose Gold Studs For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-studs-for-women-ngd-stdm18k-s-70309,57852.36,62883.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7241,Glamorously Detailed And Diamond Studded 18KT Rose Gold Studs For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-studs-for-women-ngd-stdm18k-s-75151,55976.48,60844.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7242,Glamorously Detailed And Diamond Studded 18KT Rose Gold Studs For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-studs-for-women-ngd-stdm18k-s-66306,104588.36,113683.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7243,Glamorously Detailed And Diamond Studded 18KT Rose Gold Studs For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-studs-for-women-ngd-stdm18k-s-75067,81707.04,88812.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7244,Fancy Gorgeously Detailed And Diamond Studded 18KT Rose Gold Studs For Women,https://www.bhimagold.com/products/fancy-gorgeously-detailed-and-diamond-studded-18kt-rose-gold-studs-for-women-ngd-stdm18k-s-69930,88552.76,96253.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7245,Glamorously Detailed And Diamond Studded 18KT Rose Gold Studs For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-studs-for-women-ngd-stdm18k-s-66174,44614.48,48494.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7246,Charmingly Detailed And Diamond Studded 18KT Rose Gold Necklace For Women,https://www.bhimagold.com/products/charmingly-detailed-and-diamond-studded-18kt-rose-gold-necklace-for-women-ngd-chdn18k-s-70422,259399.52,281956.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7247,Glamorously Detailed And Diamond Studded 18KT Rose Gold Studs,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-studs-ngd-stdm18k-s-66127,116887.84,127052.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7248,Glamorously Detailed And Diamond Studded 18KT Rose Gold Studs For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-studs-for-women-ngd-stdm18k-s-70233,75715.08,82299.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7249,Glamorously Detailed And Diamond Studded 18KT Rose Gold Studs For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-studs-for-women-ngd-stdm18k-s-75189,54829.24,59597.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7250,Glamorously Detailed And Diamond Studded 18KT Rose Gold Ring For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-ring-for-women-ngd-rgdr18k-s-66374,34307.72,37291.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7251,Fancy Gorgeously Detailed And Diamond Studded 18KT Rose Gold Studs For Women,https://www.bhimagold.com/products/fancy-gorgeously-detailed-and-diamond-studded-18kt-rose-gold-studs-for-women-ngd-stdm18k-s-69917,38673.12,42036.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7252,Glamorously Detailed And Diamond Studded 18KT Rose Gold Studs For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-studs-for-women-ngd-stdm18k-s-69911,76339.76,82978.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7253,Glamorously Detailed And Diamond Studded 18KT Rose Gold Tanmaniya For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-tanmaniya-for-women-ngd-chtm18k-s-74042,109506.68,119029.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7254,Glamorously Detailed And Diamond Studded 18KT Rose Gold Tanmaniya For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-tanmaniya-for-women-ngd-chtm18k-s-74044,271649.32,295271.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7255,Glamorously Detailed And Diamond Studded 18KT Rose Gold Tanmaniya For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-tanmaniya-for-women-ngd-chtm18k-s-75205,177850.72,193316.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7256,Glamorously Detailed And Diamond Studded 18KT Rose Gold Tanmaniya For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-tanmaniya-for-women-ngd-chtm18k-s-75129,161249.32,175271.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7257,Glamorously Detailed And Diamond Studded 18KT Rose Gold Tanmaniya For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-tanmaniya-ngd-chtm18k-s-65884,116088.36,126183.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7258,Glamorously Detailed And Diamond Studded 18KT Rose Gold Tanmaniya For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-tanmaniya-for-women-ngd-chtm18k-s-69318,133766.16,145398.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7259,Glamorously Detailed And Diamond Studded 18KT Rose Gold Tanmaniya For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-tanmaniya-for-women-ngd-chtm18k-s-75158,192521.96,209263.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7260,Glamorously Detailed And Diamond Studded 18KT Rose Gold Tanmaniya For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-tanmaniya-for-women-ngd-chtm18k-s-66234,305133.64,331667.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7261,Glamorously Detailed And Diamond Studded 18KT Rose Gold Studs For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-studs-for-women-ngd-stdm18k-s-70305,65442.36,71133.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7262,Glamorously Detailed And Diamond Studded 18KT Rose Gold Studs,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-studs-ngd-stdm18k-s-65990,89543.6,97330.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7263,Charmingly Detailed And Diamond Studded 18KT Rose Gold Studs For Women,https://www.bhimagold.com/products/charmingly-detailed-and-diamond-studded-18kt-rose-gold-studs-for-women-ngd-stdm18k-s-66355,87654.84,95277.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7264,Glamorously Detailed And Diamond Studded 18KT Rose Gold Studs For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-studs-for-women-ngd-stdm18k-s-70189,78523.84,85352.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7265,Glamorously Detailed And Diamond Studded 18KT Rose Gold Locket For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-locket-ngd-chld18k-s-65927,36165.2,39310.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7266,Charmingly Detailed And Diamond Studded 18KT Rose Gold Locket For Women,https://www.bhimagold.com/products/charmingly-detailed-and-diamond-studded-18kt-rose-gold-locket-for-women-ngd-chld18k-s-73948,40182.84,43677.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7267,Charmingly Detailed And Diamond Studded 18KT Rose Gold Locket For Women,https://www.bhimagold.com/products/charmingly-detailed-and-diamond-studded-18kt-rose-gold-locket-for-women-ngd-chld18k-s-66056,36307.8,39465.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7268,Charmingly Detailed And Diamond Studded 18KT Rose Gold Studs For Women,https://www.bhimagold.com/products/charmingly-detailed-and-diamond-studded-18kt-rose-gold-studs-for-women-ngd-stdm18k-s-70304,113673.36,123558.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7269,Charmingly Detailed And Diamond Studded 18KT Rose Gold Studs For Women,https://www.bhimagold.com/products/charmingly-detailed-and-diamond-studded-18kt-rose-gold-studs-for-women-ngd-stmn18k-s-70364,86974.04,94537.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7270,Fancy Gorgeously Detailed And Diamond Studded 18KT Rose Gold Locket For Women,https://www.bhimagold.com/products/fancy-gorgeously-detailed-and-diamond-studded-18kt-rose-gold-locket-for-women-ngd-chld18k-s-70076,45783.8,49765.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7271,Charmingly Detailed And Diamond Studded 18KT Rose Gold Locket For Women,https://www.bhimagold.com/products/charmingly-detailed-and-diamond-studded-18kt-rose-gold-locket-for-women-ngd-chld18k-s-75039,35730.04,38837.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7272,Glamorously Detailed And Diamond Studded 18KT Rose Gold Locket For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-locket-for-women-ngd-chld18k-s-73975,25372.68,27579.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7273,Charmingly Detailed And Diamond Studded 18KT Rose Gold Studs For Women,https://www.bhimagold.com/products/charmingly-detailed-and-diamond-studded-18kt-rose-gold-studs-for-women-ngd-stdm18k-s-70274,36800.0,40000.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7274,Glamorously Detailed And Diamond Studded 18KT Rose Gold Necklace For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-necklace-ngd-chdn18k-s-65899,224303.36,243808.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7275,Glamorously Detailed And Diamond Studded 18KT Rose Gold Necklace For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-necklace-for-women-ngd-chdn18k-s-70041,383567.32,416921.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7276,Glamorously Detailed And Diamond Studded 18KT Rose Gold Necklace For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-necklace-for-women-ngd-chdn18k-s-70423,227084.52,246831.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
7277,Charmingly Detailed And Diamond Studded 18KT Rose Gold Studs For Women,https://www.bhimagold.com/products/charmingly-detailed-and-diamond-studded-18kt-rose-gold-studs-for-women-ngd-stmn18k-s-70402,58074.08,63124.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
